Read file in one pass,File size is 256Kb,
Block read exit,1920555,8755
Block read entry,1920854,
Block read exit,1929123,8269
Block read entry,1929422,
Block read exit,1937692,8270
Block read entry,1937991,
Block read exit,1946744,8753
Block read entry,1947043,
Block read exit,1955794,8751
Block read entry,1956093,
Block read exit,1964845,8752
Block read entry,1965144,
Block read exit,1973412,8268
Block read entry,1974197,
Block read exit,1982464,8267
Block read entry,1982763,
Block read exit,1991030,8267
Block read entry,1991329,
Block read exit,2000084,8755
Block read entry,2000383,
Block read exit,2009184,8801
Block read entry,2009483,
Block read exit,2018236,8753
Block read entry,2018535,
Block read exit,2026804,8269
Block read entry,2027103,
Block read exit,2035368,8265
Block read entry,2035667,
Block read exit,2044421,8754
Block read entry,2044720,
Block read exit,2053478,8758
Block read entry,2053777,
Block read exit,2062528,8751
Block read entry,2062827,
Block read exit,2071097,8270
Block read entry,2071396,
Block read exit,2079662,8266
Block read entry,2079961,
Block read exit,2088230,8269
Block read entry,2088529,
Block read exit,2097284,8755
Block read entry,2097583,
Block read exit,2106336,8753
Block read entry,2106635,
Block read exit,2115387,8752
Block read entry,2115686,
Block read exit,2123956,8270
Block read entry,2124255,
Block read exit,2132520,8265
Block read entry,2132819,
Block read exit,2141572,8753
Block read entry,2141871,
Block read exit,2150622,8751
Block read entry,2150921,
Block read exit,2159676,8755
Block read entry,2159975,
Block read exit,2168243,8268
Block read entry,2168542,
Block read exit,2176809,8267
Block read entry,2177108,
Block read exit,2185375,8267
Block read entry,2185674,
Block read exit,2194422,8748
Block read entry,2194721,
Block read exit,2203476,8755
Block read entry,2203775,
Block read exit,2212530,8755
Block read entry,2212829,
Block read exit,2221095,8266
Block read entry,2221394,
Block read exit,2229661,8267
Block read entry,2229960,
Block read exit,2238226,8266
Block read entry,2238525,
Block read exit,2247276,8751
Block read entry,2247575,
Block read exit,2256330,8755
Block read entry,2256629,
Block read exit,2264896,8267
Block read entry,2265195,
Block read exit,2273461,8266
Block read entry,2273760,
Block read exit,2282030,8270
Block read entry,2282329,
Block read exit,2291080,8751
Block read entry,2291379,
Block read exit,2300132,8753
Block read entry,2300431,
Block read exit,2309186,8755
Block read entry,2309485,
Block read exit,2317752,8267
Block read entry,2318051,
Block read exit,2326316,8265
Block read entry,2326615,
Block read exit,2334880,8265
Block read entry,2335179,
Block read exit,2343936,8757
Block read entry,2344235,
Block read exit,2352983,8748
Block read entry,2353282,
Block read exit,2361550,8268
Block read entry,2361849,
Block read exit,2370119,8270
Block read entry,2370418,
Block read exit,2378688,8270
Block read entry,2378987,
Block read exit,2387738,8751
Block read entry,2388037,
Block read exit,2396792,8755
Block read entry,2397091,
Block read exit,2405843,8752
Block read entry,2406142,
Block read exit,2414408,8266
Block read entry,2414707,
Block read exit,2422978,8271
Block read entry,2423277,
Block read exit,2431546,8269
Block read entry,2431845,
Block read exit,2440598,8753
Block read entry,2440897,
Block read exit,2449648,8751
Block read entry,2449947,
Block read exit,2458215,8268
Block read entry,2458514,
Block read exit,2466782,8268
Block read entry,2467081,
Block read exit,2475350,8269
Block read entry,2475649,
Block read exit,2484404,8755
Block read entry,2484703,
Block read exit,2493454,8751
Block read entry,2493753,
Block read exit,2502500,8747
Block read entry,2502799,
Block read exit,2511068,8269
Block read entry,2511367,
Block read exit,2519633,8266
Block read entry,2519932,
Block read exit,2528200,8268
Block read entry,2528499,
Block read exit,2537255,8756
Block read entry,2537554,
Block read exit,2546309,8755
Block read entry,2546608,
Block read exit,2554874,8266
Block read entry,2555173,
Block read exit,2563441,8268
Block read entry,2563740,
Block read exit,2572006,8266
Block read entry,2572305,
Block read exit,2581060,8755
Block read entry,2581359,
Block read exit,2590113,8754
Block read entry,2590412,
Block read exit,2599166,8754
Block read entry,2599465,
Block read exit,2607735,8270
Block read entry,2608523,
Block read exit,2616790,8267
Block read entry,2617089,
Block read exit,2625355,8266
Block read entry,2625654,
Block read exit,2634407,8753
Block read entry,2634706,
Block read exit,2643464,8758
Block read entry,2643763,
Block read exit,2652511,8748
Block read entry,2652810,
Block read exit,2661136,8326
Block read entry,2661435,
Block read exit,2669701,8266
Block read entry,2670000,
Block read exit,2678755,8755
Block read entry,2679054,
Block read exit,2687812,8758
Block read entry,2688111,
Block read exit,2696868,8757
Block read entry,2697167,
Block read exit,2705433,8266
Block read entry,2705732,
Block read exit,2714001,8269
Block read entry,2714300,
Block read exit,2722566,8266
Block read entry,2722865,
Block read exit,2731616,8751
Block read entry,2731915,
Block read exit,2740665,8750
Block read entry,2740964,
Block read exit,2749713,8749
Block read entry,2750012,
Block read exit,2758277,8265
Block read entry,2758576,
Block read exit,2766842,8266
Block read entry,2767141,
Block read exit,2775898,8757
Block read entry,2776197,
Block read exit,2784951,8754
Block read entry,2785250,
Block read exit,2794005,8755
Block read entry,2794304,
Block read exit,2802570,8266
Block read entry,2802869,
Block read exit,2811136,8267
Block read entry,2811435,
Block read exit,2819700,8265
Block read entry,2819999,
Block read exit,2828754,8755
Block read entry,2829053,
Block read exit,2837810,8757
Block read entry,2838109,
Block read exit,2846864,8755
Block read entry,2847163,
Block read exit,2855430,8267
Block read entry,2855729,
Block read exit,2863995,8266
Block read entry,2864294,
Block read exit,2873051,8757
Block read entry,2873350,
Block read exit,2882107,8757
Block read entry,2882406,
Block read exit,2891158,8752
Block read entry,2891457,
Block read exit,2899723,8266
Block read entry,2900022,
Block read exit,2908290,8268
Block read entry,2908589,
Block read exit,2916855,8266
Block read entry,2917154,
Block read exit,2925909,8755
Block read entry,2926208,
Block read exit,2934960,8752
Block read entry,2935259,
Block read exit,2944014,8755
Block read entry,2944313,
Block read exit,2952578,8265
Block read entry,2952877,
Block read exit,2961148,8271
Block read entry,2961447,
Block read exit,2969713,8266
Block read entry,2970012,
Block read exit,2978767,8755
Block read entry,2979066,
Block read exit,2987820,8754
Block read entry,2988119,
Block read exit,2996387,8268
Block read entry,2996686,
Block read exit,3004951,8265
Block read entry,3005250,
Block read exit,3013516,8266
Block read entry,3013815,
Block read exit,3022568,8753
Block read entry,3022867,
Block read exit,3031623,8756
Block read entry,3031922,
Block read exit,3040675,8753
Block read entry,3040974,
Block read exit,3049242,8268
Block read entry,3049541,
Block read exit,3057812,8271
Block read entry,3058111,
Block read exit,3066381,8270
Block read entry,3066680,
Block read exit,3075436,8756
Block read entry,3075735,
Block read exit,3084486,8751
Block read entry,3084785,
Block read exit,3093053,8268
Block read entry,3093352,
Block read exit,3101619,8267
Block read entry,3101918,
Block read exit,3110187,8269
Block read entry,3110486,
Block read exit,3119243,8757
Block read entry,3119542,
Block read exit,3128295,8753
Block read entry,3128594,
Block read exit,3137347,8753
Block read entry,3137646,
Block read exit,3145912,8266
Block read entry,3146211,
Block read exit,3154478,8267
Block read entry,3154777,
Block read exit,3163047,8270
Block read entry,3163346,
Block read exit,3172105,8759
Block read entry,3172404,
Block read exit,3181157,8753
Block read entry,3181456,
Block read exit,3189724,8268
Block read entry,3190023,
Block read exit,3198289,8266
Block read entry,3198588,
Block read exit,3206854,8266
Block read entry,3207153,
Block read exit,3215909,8756
Block read entry,3216208,
Block read exit,3224965,8757
Block read entry,3225264,
Block read exit,3234020,8756
Block read entry,3234319,
Block read exit,3242586,8267
Block read entry,3242885,
Block read exit,3251152,8267
Block read entry,3251451,
Block read exit,3259722,8271
Block read entry,3260021,
Block read exit,3268773,8752
Block read entry,3269072,
Block read exit,3277824,8752
Block read entry,3278123,
Block read exit,3286390,8267
Block read entry,3286689,
Block read exit,3294957,8268
Block read entry,3295256,
Block read exit,3303525,8269
Block read entry,3303824,
Block read exit,3312576,8752
Block read entry,3312875,
Block read exit,3321628,8753
Block read entry,3321927,
Block read exit,3330685,8758
Block read entry,3330984,
Block read exit,3339252,8268
Block read entry,3339551,
Block read exit,3347819,8268
Block read entry,3348118,
Block read exit,3356385,8267
Block read entry,3356684,
Block read exit,3365437,8753
Block read entry,3365736,
Block read exit,3374496,8760
Block read entry,3374795,
Block read exit,3383063,8268
Block read entry,3383362,
Block read exit,3391632,8270
Block read entry,3391931,
Block read exit,3400199,8268
Block read entry,3400498,
Block read exit,3409251,8753
Block read entry,3409550,
Block read exit,3418307,8757
Block read entry,3418606,
Block read exit,3427354,8748
Block read entry,3427653,
Block read exit,3435921,8268
Block read entry,3436706,
Block read exit,3444976,8270
Block read entry,3445275,
Block read exit,3453545,8270
Block read entry,3453844,
Block read exit,3462599,8755
Block read entry,3462898,
Block read exit,3471650,8752
Block read entry,3471949,
Block read exit,3480705,8756
Block read entry,3481004,
Block read exit,3489272,8268
Block read entry,3489571,
Block read exit,3497839,8268
Block read entry,3498138,
Block read exit,3506891,8753
Block read entry,3507190,
Block read exit,3515948,8758
Block read entry,3516247,
Block read exit,3525002,8755
Block read entry,3525301,
Block read exit,3533568,8267
Block read entry,3533867,
Block read exit,3542133,8266
Block read entry,3542432,
Block read exit,3550701,8269
Block read entry,3551000,
Block read exit,3559753,8753
Block read entry,3560052,
Block read exit,3568807,8755
Block read entry,3569106,
Block read exit,3577863,8757
Block read entry,3578162,
Block read exit,3586427,8265
Block read entry,3586726,
Block read exit,3594991,8265
Block read entry,3595290,
Block read exit,3604040,8750
Block read entry,3604339,
Block read exit,3613092,8753
Block read entry,3613391,
Block read exit,3622147,8756
Block read entry,3622446,
Block read exit,3630716,8270
Block read entry,3631015,
Block read exit,3639284,8269
Block read entry,3639583,
Block read exit,3647850,8267
Block read entry,3648149,
Block read exit,3656899,8750
Block read entry,3657198,
Block read exit,3665953,8755
Block read entry,3666252,
Block read exit,3675001,8749
Block read entry,3675300,
Block read exit,3683567,8267
Block read entry,3683866,
Block read exit,3692135,8269
Block read entry,3692434,
Block read exit,3701187,8753
Block read entry,3701486,
Block read exit,3710242,8756
Block read entry,3710541,
Block read exit,3719293,8752
Block read entry,3719592,
Block read exit,3727858,8266
Block read entry,3728157,
Block read exit,3736424,8267
Block read entry,3736723,
Block read exit,3744994,8271
Block read entry,3745293,
Block read exit,3754046,8753
Block read entry,3754345,
Block read exit,3763091,8746
Block read entry,3763390,
Block read exit,3772145,8755
Block read entry,3772444,
Block read exit,3780710,8266
Block read entry,3781009,
Block read exit,3789336,8327
Block read entry,3789635,
Block read exit,3798437,8802
Block read entry,3798736,
Block read exit,3807489,8753
Block read entry,3807788,
Block read exit,3816538,8750
Block read entry,3816837,
Block read exit,3825105,8268
Block read entry,3825404,
Block read exit,3833670,8266
Block read entry,3833969,
Block read exit,3842235,8266
Block read entry,3842534,
Block read exit,3851292,8758
Block read entry,3851591,
Block read exit,3860343,8752
Block read entry,3860642,
Block read exit,3869396,8754
Block read entry,3869695,
Block read exit,3877966,8271
Block read entry,3878265,
Block read exit,3886534,8269
Block read entry,3886833,
Block read exit,3895590,8757
Block read entry,3895889,
Block read exit,3904640,8751
Block read entry,3904939,
Block read exit,3913697,8758
Block read entry,3913996,
Block read exit,3922262,8266
Block read entry,3922561,
Block read exit,3930828,8267
Block read entry,3931127,
Block read exit,3939395,8268
Block read entry,3939694,
Block read exit,3948451,8757
Block read entry,3948750,
Block read exit,3957498,8748
Block read entry,3957797,
Block read exit,3966553,8756
Block read entry,3966852,
Block read exit,3975118,8266
Block read entry,3975417,
Block read exit,3983683,8266
Block read entry,3983982,
Block read exit,3992249,8267
Block read entry,3992548,
Block read exit,4001302,8754
Block read entry,4001601,
Block read exit,4010359,8758
Block read entry,4010658,
Block read exit,4018923,8265
Block read entry,4019222,
Block read exit,4027487,8265
Block read entry,4027786,
Block read exit,4036053,8267
Block read entry,4036352,
Block read exit,4045102,8750
Block read entry,4045401,
Block read exit,4054154,8753
Block read entry,4054453,
Block read exit,4063207,8754
Block read entry,4063506,
Block read exit,4071773,8267
Block read entry,4072072,
Block read exit,4080339,8267
Block read entry,4080638,
Block read exit,4088907,8269
Block read entry,4089206,
Block read exit,4097960,8754
Block read entry,4098259,
Block read exit,4107017,8758
Block read entry,4107316,
Block read exit,4115586,8270
Block read entry,4115885,
Block read exit,4124151,8266
Block read entry,4124450,
Block read exit,4132720,8270
Block read entry,4133019,
Block read exit,4141774,8755
Block read entry,4142073,
Block read exit,4150830,8757
Block read entry,4151129,
Block read exit,4159883,8754
Block read entry,4160182,
Block read exit,4168450,8268
Block read entry,4168749,
Block read exit,4177017,8268
Block read entry,4177316,
Block read exit,4185584,8268
Block read entry,4185883,
Block read exit,4194636,8753
Block read entry,4194935,
Block read exit,4203686,8751
Block read entry,4203985,
Block read exit,4212252,8267
Block read entry,4212551,
Block read exit,4220817,8266
Block read entry,4221116,
Block read exit,4229386,8270
Block read entry,4229685,
Block read exit,4238442,8757
Block read entry,4238741,
Block read exit,4247548,8807
Block read entry,4247847,
Block read exit,4256604,8757
Block read entry,4256903,
Block read exit,4265169,8266
Block read entry,4265468,
Block read exit,4273735,8267
Block read entry,4274034,
Block read exit,4282301,8267
Block read entry,4282600,
Block read exit,4291356,8756
Block read entry,4291655,
Block read exit,4300406,8751
Block read entry,4300705,
Block read exit,4309454,8749
Block read entry,4309753,
Block read exit,4318023,8270
Block read entry,4318322,
Block read exit,4326590,8268
Block read entry,4326889,
Block read exit,4335645,8756
Block read entry,4335944,
Block read exit,4344696,8752
Block read entry,4344995,
Block read exit,4353751,8756
Block read entry,4354050,
Block read exit,4362320,8270
Block read entry,4363102,
Block read exit,4371369,8267
Block read entry,4371668,
Block read exit,4379936,8268
Block read entry,4380235,
Block read exit,4388986,8751
Block read entry,4389285,
Block read exit,4398041,8756
Block read entry,4398340,
Block read exit,4407093,8753
Block read entry,4407392,
Block read exit,4415660,8268
Block read entry,4415959,
Block read exit,4424227,8268
Block read entry,4424526,
Block read exit,4433281,8755
Block read entry,4433580,
Block read exit,4442332,8752
Block read entry,4442631,
Block read exit,4451387,8756
Block read entry,4451686,
Block read exit,4459952,8266
Block read entry,4460251,
Block read exit,4468522,8271
Block read entry,4468821,
Block read exit,4477090,8269
Block read entry,4477389,
Block read exit,4486141,8752
Block read entry,4486440,
Block read exit,4495196,8756
Block read entry,4495495,
Block read exit,4504247,8752
Block read entry,4504546,
Block read exit,4512814,8268
Block read entry,4513113,
Block read exit,4521381,8268
Block read entry,4521680,
Block read exit,4530434,8754
Block read entry,4530733,
Block read exit,4539489,8756
Block read entry,4539788,
Block read exit,4548539,8751
Block read entry,4548838,
Block read exit,4557108,8270
Block read entry,4557407,
Block read exit,4565675,8268
min,8265,
max,8812,
Set mark entry,4565971,
Set mark exit,4574315,8344
Close entry,4574519,
Close exit,4577973,3454
