Read file in one pass,File size is 256Kb,
Block read entry,3951654,
Block read exit,3970683,19029
Block read entry,3970982,
Block read exit,3990157,19175
Block read entry,3990456,
Block read exit,4009538,19082
Block read entry,4009837,
Block read exit,4028910,19073
Block read entry,4029209,
Block read exit,4048400,19191
Block read entry,4048699,
Block read exit,4067883,19184
Block read entry,4068182,
Block read exit,4087359,19177
Block read entry,4087658,
Block read exit,4109237,21579
Block read entry,4109536,
Block read exit,4128076,18540
Block read entry,4128375,
Block read exit,4147147,18772
Block read entry,4147446,
Block read exit,4166040,18594
Block read entry,4166339,
Block read exit,4185043,18704
Block read entry,4185342,
Block read exit,4204050,18708
Block read entry,4204349,
Block read exit,4223100,18751
Block read entry,4223399,
Block read exit,4242098,18699
Block read entry,4242397,
Block read exit,4264622,22225
Block read entry,4264921,
Block read exit,4284170,19249
Block read entry,4284469,
Block read exit,4303336,18867
Block read entry,4303635,
Block read exit,4322501,18866
Block read entry,4322800,
Block read exit,4341662,18862
Block read entry,4341961,
Block read exit,4360825,18864
Block read entry,4361124,
Block read exit,4380042,18918
Block read entry,4380341,
Block read exit,4399093,18752
Block read entry,4399392,
Block read exit,4421453,22061
Block read entry,4421752,
Block read exit,4440772,19020
Block read entry,4441071,
Block read exit,4460260,19189
Block read entry,4460559,
Block read exit,4479584,19025
Block read entry,4479883,
Block read exit,4498898,19015
Block read entry,4499197,
Block read exit,4518111,18914
Block read entry,4518410,
Block read exit,4537335,18925
Block read entry,4537634,
Block read exit,4556663,19029
Block read entry,4556962,
Block read exit,4579023,22061
Block read entry,4579322,
Block read exit,4598350,19028
Block read entry,4598649,
Block read exit,4617995,19346
Block read entry,4618294,
Block read exit,4637485,19191
Block read entry,4637784,
Block read exit,4656976,19192
Block read entry,4657275,
Block read exit,4676848,19573
Block read entry,4677147,
Block read exit,4696491,19344
Block read entry,4696790,
Block read exit,4716138,19348
Block read entry,4716437,
Block read exit,4738176,21739
Block read entry,4738475,
Block read exit,4757183,18708
Block read entry,4757968,
Block read exit,4776683,18715
Block read entry,4776982,
Block read exit,4795847,18865
Block read entry,4796146,
Block read exit,4815235,19089
Block read entry,4815534,
Block read exit,4834240,18706
Block read entry,4834539,
Block read exit,4853395,18856
Block read entry,4853694,
Block read exit,4872557,18863
Block read entry,4872856,
Block read exit,4894598,21742
Block read entry,4894897,
Block read exit,4913760,18863
Block read entry,4914059,
Block read exit,4932812,18753
Block read entry,4933111,
Block read exit,4952010,18899
Block read entry,4952309,
Block read exit,4971174,18865
Block read entry,4971473,
Block read exit,4990341,18868
Block read entry,4990640,
Block read exit,5009515,18875
Block read entry,5009814,
Block read exit,5028675,18861
Block read entry,5028974,
Block read exit,5051522,22548
Block read entry,5051821,
Block read exit,5071229,19408
Block read entry,5071528,
Block read exit,5090448,18920
Block read entry,5090747,
Block read exit,5109938,19191
Block read entry,5110237,
Block read exit,5129262,19025
Block read entry,5129561,
Block read exit,5148568,19007
Block read entry,5148867,
Block read exit,5167892,19025
Block read entry,5168191,
Block read exit,5187595,19404
Block read entry,5187894,
Block read exit,5210344,22450
Block read entry,5210643,
Block read exit,5229563,18920
Block read entry,5229862,
Block read exit,5249039,19177
Block read entry,5249338,
Block read exit,5268683,19345
Block read entry,5268982,
Block read exit,5288169,19187
Block read entry,5288468,
Block read exit,5307659,19191
Block read entry,5307958,
Block read exit,5327127,19169
Block read entry,5327426,
Block read exit,5346989,19563
Block read entry,5347288,
Block read exit,5368879,21591
Block read entry,5369178,
Block read exit,5387722,18544
Block read entry,5388021,
Block read exit,5406885,18864
Block read entry,5407184,
Block read exit,5425895,18711
Block read entry,5426194,
Block read exit,5444902,18708
Block read entry,5445201,
Block read exit,5464282,19081
Block read entry,5464581,
Block read exit,5483442,18861
Block read entry,5483741,
Block read exit,5502488,18747
Block read entry,5502787,
Block read exit,5524533,21746
Block read entry,5524832,
Block read exit,5543703,18871
Block read entry,5544002,
Block read exit,5562869,18867
Block read entry,5563168,
Block read exit,5582031,18863
Block read entry,5582330,
Block read exit,5601090,18760
Block read entry,5601389,
Block read exit,5620257,18868
Block read entry,5620556,
Block read exit,5639416,18860
Block read entry,5639715,
Block read exit,5658578,18863
Block read entry,5658877,
Block read exit,5680937,22060
Block read entry,5681236,
Block read exit,5700092,18856
Block read entry,5700391,
Block read exit,5719309,18918
Block read entry,5719608,
Block read exit,5738528,18920
Block read entry,5738827,
Block read exit,5757850,19023
Block read entry,5758149,
Block read exit,5777180,19031
Block read entry,5777479,
Block read exit,5796493,19014
Block read entry,5796792,
Block read exit,5815815,19023
Block read entry,5816114,
Block read exit,5838184,22070
Block read entry,5838483,
Block read exit,5857408,18925
Block read entry,5857707,
Block read exit,5876793,19086
Block read entry,5877092,
Block read exit,5896124,19032
Block read entry,5896423,
Block read exit,5915612,19189
Block read entry,5915911,
Block read exit,5935106,19195
Block read entry,5935405,
Block read exit,5954585,19180
Block read entry,5954884,
Block read exit,5974232,19348
Block read entry,5974531,
Block read exit,5996754,22223
Block read entry,5997053,
Block read exit,6015991,18938
Block read entry,6016290,
Block read exit,6034996,18706
Block read entry,6035295,
Block read exit,6054001,18706
Block read entry,6054300,
Block read exit,6073170,18870
Block read entry,6073469,
Block read exit,6092171,18702
Block read entry,6092470,
Block read exit,6111554,19084
Block read entry,6111853,
Block read exit,6130445,18592
Block read entry,6130744,
Block read exit,6152653,21909
Block read entry,6152952,
Block read exit,6171814,18862
Block read entry,6172113,
Block read exit,6190976,18863
Block read entry,6191275,
Block read exit,6210135,18860
Block read entry,6210434,
Block read exit,6229295,18861
Block read entry,6229594,
Block read exit,6248840,19246
Block read entry,6249139,
Block read exit,6268001,18862
Block read entry,6268300,
Block read exit,6287328,19028
Block read entry,6287627,
Block read exit,6309535,21908
Block read entry,6309834,
Block read exit,6328858,19024
Block read entry,6329157,
Block read exit,6348173,19016
Block read entry,6348472,
Block read exit,6367656,19184
Block read entry,6367955,
Block read exit,6387360,19405
Block read entry,6387659,
Block read exit,6406686,19027
Block read entry,6406985,
Block read exit,6426009,19024
Block read entry,6426308,
Block read exit,6445324,19016
Block read entry,6446110,
Block read exit,6468185,22075
Block read entry,6468484,
Block read exit,6487508,19024
Block read entry,6487807,
Block read exit,6506996,19189
Block read entry,6507295,
Block read exit,6526867,19572
Block read entry,6527166,
Block read exit,6546407,19241
Block read entry,6546706,
Block read exit,6565883,19177
Block read entry,6566182,
Block read exit,6585370,19188
Block read entry,6585669,
Block read exit,6604853,19184
Block read entry,6605152,
Block read exit,6626736,21584
Block read entry,6627035,
Block read exit,6645582,18547
Block read entry,6645881,
Block read exit,6664961,19080
Block read entry,6665260,
Block read exit,6683973,18713
Block read entry,6684272,
Block read exit,6702976,18704
Block read entry,6703275,
Block read exit,6721971,18696
Block read entry,6722270,
Block read exit,6740980,18710
Block read entry,6741279,
Block read exit,6759871,18592
Block read entry,6760170,
Block read exit,6782508,22338
Block read entry,6782807,
Block read exit,6801402,18595
Block read entry,6801701,
Block read exit,6820563,18862
Block read entry,6820862,
Block read exit,6839729,18867
Block read entry,6840028,
Block read exit,6858898,18870
Block read entry,6859197,
Block read exit,6878060,18863
Block read entry,6878359,
Block read exit,6897600,19241
Block read entry,6897899,
Block read exit,6916759,18860
Block read entry,6917058,
Block read exit,6938968,21910
Block read entry,6939267,
Block read exit,6958294,19027
Block read entry,6958593,
Block read exit,6977780,19187
Block read entry,6978079,
Block read exit,6997103,19024
Block read entry,6997402,
Block read exit,7016423,19021
Block read entry,7016722,
Block read exit,7036129,19407
Block read entry,7036428,
Block read exit,7055442,19014
Block read entry,7055741,
Block read exit,7074764,19023
Block read entry,7075063,
Block read exit,7097130,22067
Block read entry,7097429,
Block read exit,7116617,19188
Block read entry,7116916,
Block read exit,7136102,19186
Block read entry,7136401,
Block read exit,7155744,19343
Block read entry,7156043,
Block read exit,7175128,19085
Block read entry,7175427,
Block read exit,7194505,19078
Block read entry,7194804,
Block read exit,7213993,19189
Block read entry,7214292,
Block read exit,7233476,19184
Block read entry,7233775,
Block read exit,7255371,21596
Block read entry,7255670,
Block read exit,7274367,18697
Block read entry,7274666,
Block read exit,7293371,18705
Block read entry,7293670,
Block read exit,7312270,18600
Block read entry,7312569,
Block read exit,7331325,18756
Block read entry,7331624,
Block read exit,7350484,18860
Block read entry,7350783,
Block read exit,7369481,18698
Block read entry,7369780,
Block read exit,7388493,18713
Block read entry,7388792,
Block read exit,7410749,21957
Block read entry,7411048,
Block read exit,7429912,18864
Block read entry,7430211,
Block read exit,7449460,19249
Block read entry,7449759,
Block read exit,7468753,18994
Block read entry,7469052,
Block read exit,7487911,18859
Block read entry,7488210,
Block read exit,7507070,18860
Block read entry,7507369,
Block read exit,7526390,19021
Block read entry,7526689,
Block read exit,7545556,18867
Block read entry,7545855,
Block read exit,7568404,22549
Block read entry,7568703,
Block read exit,7588116,19413
Block read entry,7588415,
Block read exit,7607436,19021
Block read entry,7607735,
Block read exit,7626758,19023
Block read entry,7627057,
Block read exit,7646078,19021
Block read entry,7646377,
Block read exit,7665392,19015
Block read entry,7665691,
Block read exit,7684723,19032
Block read entry,7685022,
Block read exit,7704434,19412
Block read entry,7704733,
Block read exit,7727290,22557
Block read entry,7727589,
Block read exit,7746621,19032
Block read entry,7746920,
Block read exit,7766109,19189
Block read entry,7766408,
Block read exit,7785594,19186
Block read entry,7785893,
Block read exit,7805078,19185
Block read entry,7805377,
Block read exit,7824557,19180
Block read entry,7824856,
Block read exit,7844421,19565
Block read entry,7844720,
Block read exit,7863797,19077
Block read entry,7864096,
Block read exit,7885832,21736
Block read entry,7886131,
Block read exit,7904667,18536
Block read entry,7904966,
Block read exit,7923674,18708
Block read entry,7923973,
Block read exit,7942677,18704
Block read entry,7942976,
Block read exit,7961677,18701
Block read entry,7961976,
Block read exit,7981065,19089
Block read entry,7981364,
Block read exit,8000072,18708
Block read entry,8000371,
Block read exit,8019081,18710
Block read entry,8019380,
Block read exit,8041123,21743
Block read entry,8041422,
Block read exit,8060286,18864
Block read entry,8060585,
Block read exit,8079454,18869
Block read entry,8079753,
Block read exit,8098509,18756
Block read entry,8098808,
Block read exit,8117568,18760
Block read entry,8117867,
Block read exit,8136898,19031
Block read entry,8137197,
Block read exit,8156067,18870
Block read entry,8156366,
Block read exit,8175233,18867
Block read entry,8175532,
Block read exit,8197595,22063
Block read entry,8197894,
Block read exit,8216757,18863
Block read entry,8217056,
Block read exit,8236464,19408
Block read entry,8236763,
Block read exit,8255676,18913
Block read entry,8255975,
Block read exit,8275000,19025
Block read entry,8275299,
Block read exit,8294322,19023
Block read entry,8294621,
Block read exit,8313646,19025
Block read entry,8313945,
Block read exit,8332971,19026
Block read entry,8333270,
Block read exit,8355825,22555
Block read entry,8356124,
Block read exit,8375696,19572
Block read entry,8375995,
Block read exit,8394916,18921
Block read entry,8395215,
Block read exit,8414236,19021
Block read entry,8414535,
Block read exit,8433715,19180
Block read entry,8434014,
Block read exit,8453201,19187
Block read entry,8453500,
Block read exit,8472680,19180
Block read entry,8472979,
Block read exit,8492063,19084
Block read entry,8492362,
Block read exit,8514329,21967
Block read entry,8514628,
Block read exit,8533227,18599
Block read entry,8533526,
Block read exit,8552393,18867
Block read entry,8552692,
Block read exit,8571398,18706
Block read entry,8571697,
Block read exit,8590393,18696
Block read entry,8590692,
Block read exit,8609395,18703
Block read entry,8609694,
Block read exit,8628943,19249
Block read entry,8629242,
Block read exit,8648116,18874
Block read entry,8648415,
Block read exit,8670311,21896
Block read entry,8670610,
Block read exit,8689522,18912
Block read entry,8689821,
Block read exit,8708677,18856
Block read entry,8708976,
Block read exit,8727833,18857
Block read entry,8728132,
Block read exit,8746895,18763
Block read entry,8747194,
Block read exit,8765958,18764
Block read entry,8766257,
Block read exit,8785131,18874
Block read entry,8785430,
Block read exit,8804299,18869
Block read entry,8804598,
Block read exit,8826494,21896
Block read entry,8826793,
Block read exit,8845816,19023
Block read entry,8846115,
Block read exit,8865131,19016
Block read entry,8865430,
Block read exit,8884354,18924
Block read entry,8884653,
Block read exit,8903573,18920
Block read entry,8903872,
Block read exit,8922891,19019
Block read entry,8923190,
Block read exit,8942211,19021
Block read entry,8942510,
Block read exit,8961531,19021
Block read entry,8961830,
Block read exit,8983895,22065
Block read entry,8984194,
Block read exit,9003372,19178
Block read entry,9003671,
Block read exit,9022853,19182
Block read entry,9023152,
Block read exit,9042723,19571
Block read entry,9043022,
Block read exit,9062208,19186
Block read entry,9062507,
Block read exit,9081692,19185
Block read entry,9081991,
Block read exit,9101169,19178
Block read entry,9101954,
Block read exit,9121142,19188
Block read entry,9121441,
Block read exit,9143021,21580
Block read entry,9143320,
Block read exit,9162024,18704
Block read entry,9162323,
Block read exit,9181411,19088
Block read entry,9181710,
Block read exit,9200418,18708
Block read entry,9200717,
Block read exit,9219424,18707
Block read entry,9219723,
Block read exit,9238592,18869
Block read entry,9238891,
Block read exit,9257599,18708
Block read entry,9257898,
Block read exit,9276992,19094
Block read entry,9277291,
Block read exit,9299413,22122
Block read entry,9299712,
Block read exit,9318573,18861
Block read entry,9318872,
Block read exit,9337727,18855
Block read entry,9338026,
Block read exit,9356894,18868
Block read entry,9357193,
Block read exit,9376061,18868
Block read entry,9376360,
Block read exit,9395221,18861
Block read entry,9395520,
Block read exit,9414770,19250
Block read entry,9415069,
Block read exit,9433932,18863
Block read entry,9434231,
Block read exit,9456292,22061
Block read entry,9456591,
Block read exit,9475449,18858
Block read entry,9475748,
Block read exit,9494766,19018
Block read entry,9495552,
Block read exit,9514575,19023
Block read entry,9514874,
Block read exit,9534059,19185
Block read entry,9534358,
Block read exit,9553768,19410
Block read entry,9554067,
Block read exit,9573088,19021
Block read entry,9573387,
Block read exit,9592408,19021
Block read entry,9592707,
Block read exit,9614768,22061
Block read entry,9615067,
Block read exit,9634092,19025
Block read entry,9634391,
Block read exit,9653416,19025
Block read entry,9653715,
Block read exit,9672743,19028
Block read entry,9673042,
Block read exit,9692612,19570
Block read entry,9692911,
Block read exit,9711986,19075
Block read entry,9712285,
Block read exit,9731478,19193
Block read entry,9731777,
Block read exit,9750969,19192
Block read entry,9751268,
Block read exit,9773016,21748
Block read entry,9773315,
Block read exit,9792016,18701
Block read entry,9792315,
Block read exit,9811016,18701
Block read entry,9811315,
Block read exit,9830400,19085
Block read entry,9830699,
Block read exit,9849572,18873
Block read entry,9849871,
Block read exit,9868572,18701
Block read entry,9868871,
Block read exit,9887568,18697
Block read entry,9887867,
Block read exit,9906734,18867
Block read entry,9907033,
Block read exit,9928777,21744
Block read entry,9929076,
Block read exit,9947937,18861
Block read entry,9948236,
Block read exit,9967525,19289
Block read entry,9967824,
Block read exit,9986984,19160
Block read entry,9987283,
Block read exit,10006151,18868
Block read entry,10006450,
Block read exit,10025311,18861
Block read entry,10025610,
Block read exit,10044638,19028
Block read entry,10044937,
Block read exit,10063802,18865
Block read entry,10064101,
Block read exit,10086169,22068
Block read entry,10086468,
Block read exit,10105332,18864
Block read entry,10105631,
Block read exit,10124656,19025
Block read entry,10124955,
Block read exit,10143879,18924
Block read entry,10144178,
Block read exit,10163744,19566
Block read entry,10164043,
Block read exit,10183239,19196
Block read entry,10183538,
Block read exit,10202558,19020
Block read entry,10202857,
Block read exit,10222040,19183
Block read entry,10222339,
Block read exit,10244404,22065
min,18437,
max,28148,
Set mark entry,10244700,
Set mark exit,10269112,24412
Close entry,10269316,
Close exit,10272297,2981
